cohort_month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
2022-01-01,1.0,0.400228741068005,0.8421792138638551,0.15344492247884417,1.1931960685957927,0.6701998741140354,0.6586009414919657,0.4071434255934366,0.7878242709104547,0.8721995196075831,0.7589856533409218,0.6112827707452594,0.943819167946829,0.7784856183725984,0.4626022823463022,0.5326408198504321,1.1058795618589643,0.6114259600010611,1.1239346719368353,1.004576931517553,0.7016131852284155,0.6670087131415784,1.3784721133648934,1.3026188862709538,0.8764011445494031,0.5141407680008488,1.1263866748982905,0.9752490588697756,1.125177554677194,1.134825797458647,0.8174846440827568,1.247512727263958,0.7799868446755301,1.6784397375205289,0.44249549632109125,0.0
2022-02-01,1.0,0.17041474822083472,0.7169346355922541,0.6414192489903277,0.5624791642634795,0.45871715465763124,0.8004259045735371,0.43754871409805407,0.8033027177729898,0.7323413533425405,0.6751029037066368,0.3364945781594906,1.263054877469593,0.5003599981236361,0.7229526890849871,0.40660673764909294,0.9167861791436802,0.6162999270989193,0.6899534731847723,0.5881921950937756,0.7080616375549242,1.1407839729135842,0.6541099131947952,0.5923089276362873,0.863816374080202,0.5971219514719525,0.6805989473998755,0.7698673807978854,0.5637383647487968,0.7560155077142098,0.7852309455154985,0.665130463219844,1.1154905364648136,0.6442404724030096,0.0,
2022-03-01,1.0,0.2026204117158755,0.892213101011841,0.6244894711434658,0.7231456188591724,0.598353569386418,0.6459451221729862,0.8288074617182085,0.8650209693612608,0.8442739069258061,0.6090688872657546,0.7745881040500433,0.538917729386929,0.7539061522840982,0.5761895958827348,0.559194469247805,0.6335268143300955,0.610452799466057,0.7591120785259513,0.6747810764621026,0.7912938696441817,0.9146696289951473,0.834461179049551,0.5897584287713227,0.6439069098387544,0.8360587855316641,0.7552310745726514,0.8091884815499959,1.1497369759589053,0.581159828597493,0.8382008733345551,1.337874699040567,0.8904895311091504,0.0,,
2022-04-01,1.0,0.2536347883062396,0.8611229416523357,0.4089519865439821,0.6188417592688237,0.4528617349274431,0.7802163291662514,0.4269539597046854,0.7334617611409892,0.5516399794279772,0.42694451410907586,0.5859276529539627,0.46898015944569044,0.6644891743181036,0.6585950822919262,0.7075279499816154,0.6464130895610789,0.600319915057454,0.8446551511939132,0.6450965592157507,0.833242490115729,0.45368245223485415,0.8111790319402815,0.6586597079268447,0.921928115707416,0.6985679952300549,1.0625880504092868,0.4861810734402728,1.0517018803718545,0.7462680512295199,0.9695870389636065,0.8728380636189926,0.0,,,
2022-05-01,1.0,0.29488031247550484,0.7478615657552891,0.5904631098504184,0.6878060590512589,0.8262241132889679,0.7568350023873901,0.554384284606095,0.5847552008293531,0.5617012823888143,0.547424510666437,0.6174278574282595,0.8288055699236,0.665567019336091,0.7143617857985374,0.5712339949579045,0.7373005859040981,0.9880089347611305,0.9077541374252994,1.0546329821733496,0.7094214993637018,0.6884494816057904,0.6416517489359305,0.856842646670733,0.8260579182389877,0.9532845036597514,0.6535297940249263,0.9269986285698467,0.8535743006020946,0.8880735682572026,1.1754841851803055,0.0,,,,
2022-06-01,1.0,0.41383844844414686,0.7903968031004664,0.3949318102434972,0.6180870249273822,0.6785525427622573,0.5948320150897527,0.4473087818871642,0.4688392608952656,0.595827745804094,0.5347542776445902,0.6591996116520666,0.6340990669705246,0.6476056812603121,0.649263001346189,0.6448797134348571,0.6191444451723809,0.71206701506446,0.9285072318019895,0.553516624033032,0.7420108664874463,0.679277487281778,0.7053958783744019,0.7383478346913049,0.7476119057339555,0.7186501516390353,0.7382881809151592,0.7648407737693155,0.7512452340210853,1.0357596319257139,0.0,,,,,
2022-07-01,1.0,0.2905961740544483,1.02448997616716,0.5812026992488885,1.0762771107499256,0.7933791645451228,0.6451481127907132,0.6196358955718352,0.7720566372154741,0.6559088705574989,0.9316607474566986,0.8282923281572943,1.055249693541745,0.4653649389704997,0.854420159633932,0.8310107779705691,0.7720423860708961,1.1153217280926186,0.664752937348567,0.5044197608364707,1.0136202528587035,0.6074687316399221,1.0716470428992295,0.7929592249535548,0.8750600981909726,0.8389240925393088,1.0562161909188892,0.7742458300153972,1.3445647307513076,0.0,,,,,,
2022-08-01,1.0,0.46696500984667255,0.9127424007142783,0.6890544552596997,0.926091051212644,0.5459048901165248,0.689024962836338,0.6043151827209373,0.6112204472816114,0.7531841656649582,0.7436045827001241,0.6612217895478424,0.6236470785281361,0.8416283069081577,0.9807807796887632,0.7727678299747622,0.7693629123177153,0.6966881265268279,0.672952741854182,0.6262850594859238,0.7501205098387046,0.7696400020577852,0.8194436675462164,0.8000496852412428,0.8429733806680935,0.9677843537533561,0.5952613830860979,1.362462284190596,0.0,,,,,,,
2022-09-01,1.0,0.4615229058785969,0.8890160195233648,0.7070026891308603,0.5525801595231082,0.42340651759344045,0.9608797641497527,0.6942169417132312,0.5998986538242469,0.5313161918431152,0.6581347255667832,0.6536208730672027,0.5846299272709129,0.6741378635697479,0.7739500005132633,1.119333895759974,0.6416759008850982,0.5864748322035861,0.744307687319464,0.5261688877657621,0.7888567299336232,0.7746654006026732,0.7188616544401846,0.7600799110841286,0.9011279053715188,0.8406407670450137,1.085542787247275,0.0,,,,,,,,
2022-10-01,1.0,0.4563490696882034,0.8352333520298705,0.499966919290981,0.5899539849502256,0.5712911123253605,0.7676427725814017,0.8521954117824079,0.585986070994547,0.7571471353975512,0.6176594034601596,0.7107200035013205,0.834385415331352,0.8155117392829228,0.7099574154256546,0.6238192636938688,0.5866096256322478,0.718674625033804,0.6850285330462902,0.770372354177932,0.6735375227142066,0.7677015149469113,0.7100646473015882,0.8258321333294657,0.6879861176735724,1.1851412554146783,0.000575104485645747,,,,,,,,,
