cohort_month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
2022-01-01,0.8888888888888888,0.2222222222222222,0.7222222222222222,0.3148148148148148,0.6111111111111112,0.48148148148148145,0.48148148148148145,0.5,0.48148148148148145,0.46296296296296297,0.42592592592592593,0.37037037037037035,0.5370370370370371,0.37037037037037035,0.42592592592592593,0.35185185185185186,0.5185185185185185,0.2962962962962963,0.48148148148148145,0.35185185185185186,0.5,0.2777777777777778,0.4074074074074074,0.46296296296296297,0.3888888888888889,0.2777777777777778,0.3888888888888889,0.3888888888888889,0.35185185185185186,0.3148148148148148,0.4074074074074074,0.3148148148148148,0.3148148148148148,0.4444444444444444,0.18518518518518517,0.0
2022-02-01,0.8625954198473282,0.2366412213740458,0.6335877862595419,0.48854961832061067,0.4961832061068702,0.45038167938931295,0.5572519083969466,0.4732824427480916,0.5419847328244275,0.46564885496183206,0.46564885496183206,0.45038167938931295,0.44274809160305345,0.5038167938931297,0.4198473282442748,0.4351145038167939,0.48854961832061067,0.4351145038167939,0.366412213740458,0.3969465648854962,0.3969465648854962,0.4351145038167939,0.40458015267175573,0.3435114503816794,0.40458015267175573,0.3893129770992366,0.3282442748091603,0.3816793893129771,0.33587786259541985,0.32061068702290074,0.32061068702290074,0.33587786259541985,0.3893129770992366,0.29770992366412213,0.0,
2022-03-01,0.9238578680203046,0.22842639593908629,0.6649746192893401,0.4619289340101523,0.4467005076142132,0.5329949238578681,0.4619289340101523,0.47715736040609136,0.45685279187817257,0.4873096446700508,0.45685279187817257,0.4416243654822335,0.467005076142132,0.4365482233502538,0.4213197969543147,0.37055837563451777,0.36548223350253806,0.48223350253807107,0.41624365482233505,0.4517766497461929,0.34517766497461927,0.41116751269035534,0.4467005076142132,0.3553299492385787,0.3350253807106599,0.41116751269035534,0.4263959390862944,0.3350253807106599,0.39086294416243655,0.39593908629441626,0.29441624365482233,0.4873096446700508,0.27918781725888325,0.0,,
2022-04-01,0.9478672985781991,0.24170616113744076,0.6729857819905213,0.47393364928909953,0.5213270142180095,0.4549763033175355,0.5213270142180095,0.45023696682464454,0.4881516587677725,0.4976303317535545,0.3981042654028436,0.5071090047393365,0.38388625592417064,0.43601895734597157,0.4312796208530806,0.5165876777251185,0.44549763033175355,0.41706161137440756,0.3933649289099526,0.41706161137440756,0.4312796208530806,0.3744075829383886,0.45023696682464454,0.41706161137440756,0.44549763033175355,0.38388625592417064,0.4265402843601896,0.3744075829383886,0.41232227488151657,0.3459715639810427,0.4312796208530806,0.33649289099526064,0.0,,,
2022-05-01,0.9436619718309859,0.2746478873239437,0.6795774647887324,0.5105633802816901,0.5211267605633803,0.5633802816901409,0.4753521126760563,0.5176056338028169,0.5387323943661971,0.4647887323943662,0.4753521126760563,0.5,0.4788732394366197,0.4859154929577465,0.46830985915492956,0.4295774647887324,0.4964788732394366,0.5246478873239436,0.4612676056338028,0.4612676056338028,0.4753521126760563,0.3626760563380282,0.4612676056338028,0.38380281690140844,0.49295774647887325,0.3767605633802817,0.4471830985915493,0.397887323943662,0.39436619718309857,0.3485915492957746,0.43661971830985913,0.0,,,,
2022-06-01,0.930379746835443,0.3512658227848101,0.75,0.4873417721518987,0.6424050632911392,0.5632911392405063,0.5284810126582279,0.5506329113924051,0.49683544303797467,0.5727848101265823,0.49683544303797467,0.509493670886076,0.5031645569620253,0.5031645569620253,0.5316455696202531,0.5,0.4208860759493671,0.45569620253164556,0.439873417721519,0.40822784810126583,0.5031645569620253,0.3670886075949367,0.43037974683544306,0.40189873417721517,0.4177215189873418,0.39556962025316456,0.3987341772151899,0.43037974683544306,0.3259493670886076,0.46835443037974683,0.0,,,,,
2022-07-01,0.9149560117302052,0.33724340175953077,0.7302052785923754,0.5278592375366569,0.5835777126099707,0.6011730205278593,0.5718475073313783,0.4868035190615836,0.5953079178885631,0.5161290322580645,0.5102639296187683,0.530791788856305,0.5219941348973607,0.49266862170087977,0.4310850439882698,0.533724340175953,0.436950146627566,0.49560117302052786,0.4809384164222874,0.3489736070381232,0.501466275659824,0.39589442815249265,0.41642228739002934,0.4046920821114369,0.44281524926686217,0.3841642228739003,0.45161290322580644,0.3196480938416422,0.4838709677419355,0.0,,,,,,
2022-08-01,0.9226804123711341,0.42010309278350516,0.7036082474226805,0.5463917525773195,0.615979381443299,0.6030927835051546,0.520618556701031,0.5850515463917526,0.520618556701031,0.5721649484536082,0.520618556701031,0.5541237113402062,0.5180412371134021,0.5747422680412371,0.5154639175257731,0.4742268041237113,0.48711340206185566,0.5077319587628866,0.45618556701030927,0.43556701030927836,0.46134020618556704,0.47680412371134023,0.4484536082474227,0.44072164948453607,0.4381443298969072,0.4742268041237113,0.32989690721649484,0.5670103092783505,0.0,,,,,,,
2022-09-01,0.918848167539267,0.4162303664921466,0.6884816753926701,0.56282722513089,0.6308900523560209,0.4973821989528796,0.6178010471204188,0.5575916230366492,0.5602094240837696,0.5314136125654451,0.5052356020942408,0.5418848167539267,0.5,0.49476439790575916,0.518324607329843,0.5418848167539267,0.5157068062827225,0.45287958115183247,0.518324607329843,0.40575916230366493,0.4712041884816754,0.45549738219895286,0.4738219895287958,0.4293193717277487,0.4790575916230366,0.36649214659685864,0.5418848167539267,0.0,,,,,,,,
2022-10-01,0.9230769230769231,0.5096153846153846,0.7115384615384616,0.6538461538461539,0.6033653846153846,0.6274038461538461,0.6225961538461539,0.6033653846153846,0.5889423076923077,0.6586538461538461,0.5745192307692307,0.5168269230769231,0.6322115384615384,0.5528846153846154,0.4735576923076923,0.5360576923076923,0.49759615384615385,0.4951923076923077,0.5240384615384616,0.4951923076923077,0.4375,0.4567307692307692,0.46875,0.47115384615384615,0.37259615384615385,0.5721153846153846,0.002403846153846154,,,,,,,,,
